iauName,WISE Name,GLong,GLat,Radius,VLSR(km/s),Dist.<br>(kpc),Err Dist.<br>(kpc),Dist. Method,Dist. Author,WISE 12um<br>(Jy),flux,fluxErr,flux_noPS,flux_err_noPS,distance_kpc,distance_err_kpc,radius_wcs,physical_radius_pc,ne,N_Ly,Spectral Type
G336.655-00.116,G336.652-00.117,336.652,-0.116,95.5,-127.4,7.01666,0.287263,Visible/Kin,,0.0,0.1543581741123373,0.0027709848752943,0.1543581741123373,0.0027709848752943,7.48,1.96,1.292,2.811187549996364,10.14,47.92,O9
G336.768+00.247,G336.766+00.243,336.766,0.244,50.7,-80.1,4.71595,0.24753,Visible/Kin,,0.0,0.0997696725840586,0.0018309007112428,0.0997696725840586,0.0018309007112428,9.76,1.36,0.631,1.7914508035779215,20.92,47.96,O9
G336.854-00.016,G336.854-00.018,336.854,-0.018,146.0,-72.5,4.39095,0.220973,Visible/Kin,,0.0,4.1610383475104165,0.0804904347578849,4.060893961799217,0.0810963747099213,10.0,1.38,2.289,6.658424841829685,19.31,49.6,O5
G336.887+00.046,G336.888+00.057,336.888,0.058,105.6,-123.2,7.513,0.0242162,TP/Kin,,0.0,0.264881206310649,0.0132465676161772,0.264881206310649,0.0132465676161772,7.5,2.03,0.584,1.274089157152207,43.72,48.16,O8.5
G336.926+00.057,G336.922+00.062,336.922,0.062,89.1,-128.5,6.88616,0.341892,Visible/Kin,,0.0,0.2955315033069004,0.0091013144601027,0.2955315033069004,0.0091013144601027,7.5,1.96,0.967,2.109664751654425,21.64,48.2,O8.5
G337.004+00.325,G337.004+00.322,337.004,0.322,53.2,-60.6,3.84581,0.206164,Visible/Kin,,0.0,0.1980318938389497,0.0003117315466777,0.1980318938389497,0.0003117315466777,10.47,1.36,0.389,1.1847371100283617,58.88,48.32,O8
G337.099-00.046,G337.097-00.045,337.097,-0.044,33.1,-30.2,,,,,0.0,0.0474321862099351,0.0031776195583673,0.0474321862099351,0.0031776195583673,12.79,0.66,0.398,1.4807417642353289,25.15,47.87,O9
G337.099-00.965,G337.091-00.965,337.091,-0.964,159.3,-44.5,3.09986,0.233819,Visible/Kin,,0.0,0.1498922500181926,0.0026009890556622,0.1498922500181926,0.0026009890556622,3.6,1.12,1.968,2.0608828448840084,7.66,47.27,B0
G337.113-01.039,G337.113-01.049,337.114,-1.049,104.7,-44.3,2.95861,0.270414,Visible/Kin,,0.0,0.0885829429236439,0.0009819739371576,0.0885829429236439,0.0009819739371576,11.41,1.15,2.06,6.837204566940587,3.09,48.04,O9
G337.124-00.179,G337.120-00.180,337.121,-0.179,147.3,-74.5,10.503,0.255194,HIEA/Kin,Jones & Dickey (2012),0.0,6.97290790905653,0.0685215154539053,6.97290790905653,0.0685215154539053,5.06,1.37,1.229,1.8089564395316704,89.3,49.23,O5.5
G337.152-00.181,G337.120-00.180,337.121,-0.179,147.3,-74.5,10.503,0.255194,HIEA/Kin,Jones & Dickey (2012),0.0,12.749494103910832,0.0566840189608659,12.716958163251965,0.0567040188283957,5.06,1.37,4.296,6.323252127118027,18.49,49.5,O5
G337.186-00.059,G337.188-00.060,337.188,-0.059,28.9,-69.5,4.28707,0.240335,Visible/Kin,,0.0,0.1417147218399905,0.0086433074244056,0.1417147218399905,0.0086433074244056,10.14,1.38,0.43,1.2683295760308342,43.44,48.15,O8.5
G337.281-00.161,G337.281-00.163,337.281,-0.163,30.1,-55.3,3.52091,0.246006,Visible/Kin,,0.0,0.1684841229547223,0.0014475966207172,0.1684841229547223,0.0014475966207172,10.74,1.3,0.508,1.5870613046323905,35.83,48.27,O8
G337.286+00.116,G337.286+00.113,337.286,0.113,105.6,-107.5,6.21123,0.398125,Visible/Kin,,0.0,0.2656125623109183,0.0036209028256318,0.2656125623109183,0.0036209028256318,5.92,1.29,1.226,2.111241364264417,16.18,47.95,O9
G337.403-00.403,G337.404-00.404,337.404,-0.404,38.7,-32.6,2.37467,0.213193,Visible/Kin,,0.0,0.0381108140145209,0.0001165084151826,0.0381108140145209,0.0001165084151826,2.61,0.92,0.305,0.2315613409933823,74.62,46.4,B0
G337.428-00.400,G337.428-00.401,337.428,-0.4,58.6,-42.4,2.93902,0.211748,Visible/Kin,,0.0,1.170439458537354,0.0009003239737619,1.1641514538821809,0.0010126548982918,3.49,1.13,1.777,1.804008435750127,25.37,48.14,O8.5
G337.450-00.360,G337.453-00.363,337.453,-0.363,95.2,-45.8,3.07202,0.23779,Visible/Kin,,0.0,0.1126257152008863,0.0009800496498707,0.1126257152008863,0.0009800496498707,3.73,1.16,1.547,1.678513562649989,9.36,47.18,B0
G337.524-00.311,G337.496-00.258,337.496,-0.257,335.5,-96.8,,,,,0.0,1.1679165159332,0.0160736874421745,1.1388998175670826,0.0160958856059851,5.7,1.32,2.873,4.763609919278599,9.64,48.56,O7
G337.594-00.039,G337.583-00.044,337.583,-0.043,95.8,-44.1,3.0071,0.200893,Visible/Kin,,0.0,0.0452821449312036,0.0037764159650956,0.0452821449312036,0.0037764159650956,3.61,1.13,0.678,0.7119714929823285,20.83,46.75,B0
G337.595-00.116,G337.652-00.050,337.652,-0.05,197.8,-55.3,,,,,0.0,10.622657229134592,0.0200623597579426,10.49083390664472,0.0201429541030567,10.77,1.3,12.957,40.59250672678351,2.21,50.07,O4
G337.615-00.064,G337.617-00.065,337.617,-0.064,49.6,-51.7,3.37615,0.239187,Visible/Kin,,0.0,0.5089184958806802,0.0034796648224007,0.5089184958806802,0.0034796648224007,4.12,1.26,0.557,0.6675412697258382,87.49,47.92,O9
G337.664-00.174,G337.665-00.176,337.665,-0.176,19.9,-50.3,3.34777,0.200631,Visible/Kin,,0.0,0.5358420179607571,0.0018477105701461,0.5358420179607571,0.0018477105701461,4.04,1.23,0.523,0.6146229365137081,100.2,47.92,O9
G337.664+00.048,G337.664+00.049,337.664,0.049,102.5,-52.7,3.47762,0.178252,Visible/Kin,,0.0,0.3769619602418865,0.0115977688525443,0.3566449098206495,0.0116302326943385,10.9,1.27,1.798,5.700879936004654,8.0,48.63,O6.5
G337.686-00.344,G337.684-00.343,337.684,-0.342,162.5,-40.8,2.86763,0.16806,Visible/Kin,,0.0,0.9936232387921856,0.0016090706492411,0.9936232387921856,0.0016090706492411,3.43,1.16,2.141,2.136173369209512,17.8,48.05,O9
G337.706-00.058,G337.705-00.059,337.705,-0.058,67.5,-46.1,3.19859,0.189339,Visible/Kin,,0.0,0.4726005712264551,0.0007772645334856,0.4726005712264551,0.0007772645334856,11.29,1.18,0.813,2.669993455021453,28.93,48.76,O6.5
G337.819+00.037,G337.827+00.056,337.827,0.056,135.5,-128.1,7.202,0.256857,Visible/Kin,,0.0,0.0310966221151015,0.0011267086651344,0.0310966221151015,0.0011267086651344,7.55,1.99,0.772,1.6954694204057883,9.8,47.23,B0
G338.011+00.021,G338.009+00.016,338.009,0.017,101.0,-57.6,3.79928,0.228324,Visible/Kin,,0.0,0.458870666321173,0.0153329907750275,0.3929774564841999,0.0153463564855136,10.67,1.34,1.303,4.044217875063631,14.46,48.7,O6.5
G338.065-00.068,G338.066-00.069,338.066,-0.069,35.9,-35.9,2.47728,0.22955,Visible/Kin,,0.0,0.2525792515900906,0.0007976083641879,0.2525792515900906,0.0007976083641879,3.13,1.19,0.416,0.3787593629554214,109.58,47.38,O9.5
G338.073+00.015,G338.075+00.016,338.075,0.016,75.1,-37.4,12.5246,0.19397,HIEA/Kin,Jones & Dickey (2012),0.0,1.3704397433159825,0.0009933493731676,1.3704397433159825,0.0009933493731676,3.22,1.16,0.858,0.8036535524689113,85.29,48.13,O8.5
G338.093-00.070,G338.003-00.121,338.003,-0.121,276.3,-52.3,,,,,0.0,22.60333282111753,0.287819274249856,22.268448786280857,0.2878513672876651,10.94,1.27,15.202,48.377537633626645,2.51,50.41,O4
G338.105+00.022,G338.106+00.020,338.106,0.02,50.5,-44.4,3.06624,0.217037,Visible/Kin,,0.0,0.2152640325703347,0.0026564016917811,0.2152640325703347,0.0026564016917811,3.7,1.16,0.575,0.6188640826121736,57.3,47.45,O9.5
G338.127-00.175,G338.114-00.193,338.114,-0.193,271.5,-53.0,11.6838,0.207386,HIEA/Kin,Jones & Dickey (2012),0.0,2.936644818147609,0.0367826358073432,2.9067965508501703,0.0367963105321566,4.22,1.29,4.106,5.040308341211548,10.39,48.7,O6.5
G338.263-00.363,G338.263-00.364,338.263,-0.363,35.3,-13.4,1.02425,0.280781,,,0.0,0.0776580127023211,0.0002495372466625,0.0776580127023211,0.0002495372466625,14.22,0.62,0.345,1.427067122391099,37.77,48.18,O8.5
G338.283-00.367,G338.289-00.373,338.289,-0.372,59.1,-8.6,0.658507,0.261402,,,0.0,0.2167352877663316,0.0024401702232077,0.0978502382503483,0.0040203687322271,14.61,0.68,1.035,4.3986182823067415,11.99,48.65,O6.5
G338.365-00.018,G338.364-00.020,338.364,-0.02,54.0,-56.1,3.65019,0.256378,Visible/Kin,,0.0,0.5962636066356837,0.0268166461375107,0.5962636066356837,0.0268166461375107,10.76,1.32,0.849,2.657331103192495,31.18,48.82,O6.5
G338.374-00.151,G338.374-00.152,338.374,-0.152,34.4,6.4,16.0678,0.272222,OG/Kin,,0.0,0.2466376771610877,0.00036347563547,0.2466376771610877,0.00036347563547,16.13,0.84,0.336,1.5765195258526652,65.75,48.79,O6.5
G338.376+00.184,G338.350+00.221,338.35,0.221,412.6,-29.0,,,,,0.0,16.372800759662855,0.0239277034251776,15.908395716263144,0.0253576874787777,2.31,0.81,8.087,5.434068794996727,12.01,48.92,O6
G338.406-00.204,G338.405-00.203,338.405,-0.203,63.5,0.3,15.333,0.275225,HIEA/Kin,Jones & Dickey (2012),0.0,2.779336249674812,0.0057312498456423,2.779336249674812,0.0057312498456423,15.47,0.79,1.176,5.292042760526507,34.46,49.81,O4
G338.480-00.271,G338.462-00.262,338.462,-0.262,138.7,-57.3,3.75064,0.226193,Visible/Kin,,0.0,1.2179616375425988,0.0039802074356689,1.2179616375425988,0.0039802074356689,4.45,1.33,3.625,4.692386008290306,7.86,48.36,O7.5
G338.568-00.145,G338.565-00.151,338.565,-0.15,155.0,-114.3,6.70796,0.416088,Visible/Kin,,0.0,0.2334198002247066,0.0004109388807156,0.2334198002247066,0.0004109388807156,6.1,1.31,0.445,0.7896153007054032,68.3,47.92,O9
G338.575+00.019,G338.576+00.020,338.576,0.02,135.1,-24.6,1.85241,0.244444,Visible/Kin,,0.0,1.5002934044634817,0.0169256141987677,1.5002934044634817,0.0169256141987677,3.6,2.16,2.304,2.412740891571522,19.15,48.27,O8
G338.712+00.647,G338.706+00.645,338.706,0.646,181.9,-60.1,3.90704,0.214022,HIEA/Kin,Jones & Dickey (2012),0.0,1.0159370678516733,0.0141429962644788,1.0159370678516733,0.0141429962644788,10.6,1.36,2.489,7.674612755435969,8.18,49.04,O6
G338.821+00.580,G338.861+00.597,338.861,0.597,460.3,-61.2,4.27033,0.226667,Visible/Kin,,0.0,15.620333185584146,0.0344272492607413,15.583668707284607,0.0344383698892613,10.56,1.37,12.816,39.36788888080867,2.75,50.22,O4
G338.821+00.383,G338.816+00.403,338.816,0.403,135.0,-61.7,4.00847,0.244035,Visible/Kin,,0.0,0.0985830191820032,0.0014171846193869,0.0985830191820032,0.0014171846193869,10.54,1.37,2.928,8.9771274816377,2.0,48.02,O9
G338.841-00.320,G338.837-00.318,338.837,-0.318,118.2,-122.5,7.07022,0.237912,Visible/Kin,,0.0,0.199535315455133,0.0047327829632757,0.199535315455133,0.0047327829632757,7.6,2.1,1.556,3.43992436913679,8.65,48.04,O9
G338.871+00.415,G338.816+00.403,338.816,0.403,135.0,-61.7,4.00847,0.244035,Visible/Kin,,0.0,0.0122187026985702,0.0005720970475494,0.0122187026985702,0.0005720970475494,10.54,1.37,0.848,2.5999330957748525,4.52,47.11,B0
G338.882+00.537,G338.883+00.537,338.883,0.537,82.7,-60.5,3.99537,0.175415,Visible/Kin,,0.0,0.1258661485574597,0.0049465331807924,0.1258661485574597,0.0049465331807924,4.61,1.37,0.787,1.0553617918696825,24.48,47.41,O9.5
G338.894+00.609,G338.911+00.615,338.911,0.616,226.2,-61.7,4.17308,0.21489,HIEA/Kin,Jones & Dickey (2012),0.0,9.513614757452835,0.0138911734754053,9.363845122465788,0.0145392788355892,10.55,1.37,5.352,16.424580030543233,7.95,50.01,O4
G338.924+00.388,G338.926+00.392,338.926,0.392,80.9,-26.2,2.01924,0.214414,Visible/Kin,,0.0,0.8616057821954461,0.0009883952410206,0.7516437581517974,0.0015718941980273,3.62,2.04,1.726,1.8175027270743944,22.29,48.03,O9
G338.949-00.066,G338.934-00.067,338.934,-0.067,241.1,-44.0,,,,,0.0,4.306219461697258,0.0082367342663271,4.122643891080143,0.0105650855736444,3.76,1.19,6.932,7.581796233001237,6.08,48.77,O6.5
G339.089+00.015,G339.103+00.008,339.103,0.009,110.4,-103.6,6.16444,0.358699,Visible/Kin,,0.0,0.0471401249888775,0.0011083346175567,0.0471401249888775,0.0011083346175567,9.32,1.33,1.438,3.898526652607083,4.27,47.59,O9.5
G339.103-00.216,G339.109-00.233,339.109,-0.232,261.0,-120.0,,,,,0.0,1.1047235732212113,0.0115283774161861,1.1047235732212113,0.0115283774161861,7.61,2.15,5.252,11.626127554359684,3.28,48.79,O6.5
G339.107+00.154,G339.106+00.152,339.106,0.152,52.9,-87.7,5.27416,0.269349,Visible/Kin,,0.0,0.2898213035876556,0.0008293084119347,0.2898213035876556,0.0008293084119347,9.71,1.36,1.017,2.872538724456403,17.47,48.42,O7.5
G339.110+00.714,G339.089+00.713,339.089,0.714,189.1,-59.7,3.94458,0.206559,Visible/Kin,,0.0,0.0272082507363327,0.0005209066598669,0.0272082507363327,0.0005209066598669,10.64,1.36,2.205,6.824580030543234,1.6,47.47,O9.5
G339.137-00.347,G339.134-00.377,339.134,-0.377,257.9,-37.0,2.67938,0.276168,H2CO/Kin,Caswell & Haynes (1987),0.0,3.710507037060916,0.0381247886343728,3.702007997093157,0.0381281521287101,11.9,1.21,7.024,24.31404261508254,3.11,49.7,O4
G339.217+00.263,G339.216+00.263,339.216,0.263,52.8,-79.0,4.8634,0.279074,Visible/Kin,,0.0,0.0242254016294095,0.0009203985718458,0.0242254016294095,0.0009203985718458,5.27,1.38,0.399,0.6116587884517489,27.93,46.81,B0
G339.240+00.009,G339.240+00.008,339.24,0.008,35.4,-103.1,6.13588,0.309718,Visible/Kin,,0.0,0.0493029251358202,0.0003000461571402,0.0493029251358202,0.0003000461571402,9.34,1.33,0.54,1.4671223910988296,18.96,47.62,O9.5
G339.268-00.607,G339.275-00.607,339.275,-0.606,117.6,-39.8,2.8621,0.244865,Visible/Kin,,0.0,0.164091486840882,0.0031242147745273,0.164091486840882,0.0031242147745273,3.52,1.18,1.28,1.3106246818413203,15.46,47.29,B0
G339.476+00.183,G339.478+00.181,339.478,0.182,73.0,-84.6,5.15096,0.255686,Visible/Kin,,0.0,0.2866095810513948,0.0002791382206786,0.2866095810513948,0.0002791382206786,9.82,1.37,1.229,3.510662497272926,13.0,48.42,O7.5
G339.488+00.088,G339.486+00.087,339.486,0.087,88.0,-116.2,6.83035,0.407418,Visible/Kin,,0.0,0.3839394909573992,0.0015211607511213,0.3839394909573992,0.0015211607511213,8.21,1.98,1.516,3.620495963929896,12.01,48.4,O7.5
G339.547-00.387,G339.548-00.385,339.548,-0.385,52.3,-49.1,3.42537,0.255317,Visible/Kin,,0.0,0.0685151247901877,0.0018076425290487,0.0685151247901877,0.0018076425290487,4.11,1.25,0.281,0.3359493854992365,89.32,47.05,B0
G339.552+00.281,G339.556+00.282,339.556,0.282,82.9,-43.3,3.07463,0.240525,Visible/Kin,,0.0,0.0998583752914446,0.0038917258035353,0.0998583752914446,0.0038917258035353,3.77,1.19,0.584,0.6404421496618428,37.82,47.13,B0
G339.562-00.404,G339.553-00.401,339.553,-0.401,191.0,-50.6,3.5966,0.178066,Visible/Kin,,0.0,0.6512148921084122,0.0014065282770422,0.5421402317483355,0.0021061168148988,4.19,1.27,2.511,3.0604581484982907,10.27,48.04,O9
G339.581-00.097,G339.585-00.104,339.585,-0.104,301.0,-30.0,13.044,0.223321,H2CO/Kin,Caswell & Haynes (1987),0.0,3.1819345609943546,0.0060539324595773,3.139909308992507,0.006148541812688,2.8,1.22,5.983,4.873071049378226,7.55,48.38,O7.5
G339.583+00.090,G339.584+00.084,339.584,0.085,98.7,-114.1,6.85603,0.27706,Visible/Kin,,0.0,0.2795654082976648,0.0002495342956937,0.2795654082976648,0.0002495342956937,9.14,1.33,0.795,2.113679005163261,25.6,48.35,O8
G339.683+00.281,G339.676+00.283,339.676,0.284,57.9,-96.1,5.78317,0.274582,Visible/Kin,,0.0,0.067114746847012,0.0016714850600619,0.0620749087797032,0.0017612224230996,9.53,1.35,1.611,4.465953021598429,4.25,47.77,O9.5
G339.770+00.013,G339.771+00.011,339.771,0.012,45.4,-4.3,0.334109,0.241086,Visible/Kin,,0.0,0.047459733519753,0.0001435952683406,0.047459733519753,0.0001435952683406,15.14,0.76,0.523,2.303314668024144,15.36,48.02,O9
G339.785+00.243,G339.781+00.243,339.781,0.243,119.9,-25.0,2.11716,0.194883,Visible/Kin,,0.0,0.1838423067709184,0.0021760817502072,0.1813107260463734,0.002181519413903,3.57,2.04,2.113,2.1942869609482947,7.67,47.35,B0
G339.848+00.289,G339.845+00.299,339.845,0.3,97.8,-18.7,13.7092,0.269069,HIEA/Kin,Jones & Dickey (2012),0.0,1.528790692547248,0.00094590972544,1.528790692547248,0.00094590972544,1.38,0.56,3.937,1.580411606428623,13.97,47.45,O9.5
G339.961+00.049,G339.952+00.052,339.952,0.053,83.0,-122.3,7.2192,0.249339,Visible/Kin,,0.0,0.2062421600056851,0.0003781903988732,0.2059002892918074,0.0003789125901758,7.66,2.12,2.221,4.94883572103847,5.14,48.07,O9
G339.978-00.548,G339.977-00.550,339.977,-0.549,95.3,-89.0,,,,,0.0,0.1433884277994798,0.0037081793855233,0.1433884277994798,0.0037081793855233,9.73,1.37,1.125,3.1841320631226817,10.55,48.11,O8.5
G339.985+00.157,G340.002+00.159,340.002,0.159,164.9,-33.7,,,HIEA/Kin,Anderson et al. (2017),0.0,0.0817452363649717,0.0009676497417171,0.0765715301354379,0.0010193484182825,3.21,1.27,1.803,1.6835517416915131,6.84,46.91,B0
G340.050-00.232,G340.051-00.231,340.051,-0.231,74.2,-50.4,3.53601,0.222302,HIEA/Kin,Jones & Dickey (2012),0.0,0.6519775756073011,0.0026377947575876,0.6519775756073011,0.0026377947575876,4.22,1.29,0.713,0.8752410733764817,67.5,48.05,O9
G340.055-00.244,G340.053-00.244,340.053,-0.244,25.2,-49.4,,,,,0.0,0.2314028638901508,0.0012384127124152,0.2314028638901508,0.0012384127124152,4.17,1.28,0.373,0.4524500036360991,107.49,47.59,O9.5
G339.953-00.552,G339.938-00.581,339.938,-0.581,145.1,-89.0,,,,,0.0,1.8028781603025985,0.0268611801422166,1.8028781603025985,0.0268611801422166,9.73,1.37,4.968,14.061127190749763,4.03,49.21,O5.5
G339.956+00.054,G339.952+00.052,339.952,0.053,83.0,-122.3,7.2192,0.249339,Visible/Kin,,0.0,0.132595948796566,0.0011137993337154,0.132595948796566,0.0011137993337154,7.66,2.12,0.791,1.7625074540033452,19.4,47.87,O9
G340.059-00.230,G340.051-00.231,340.051,-0.231,74.2,-50.4,3.53601,0.222302,HIEA/Kin,Jones & Dickey (2012),0.0,1.3047471751286577,0.0049012128776893,1.3047471751286577,0.0049012128776893,4.22,1.29,2.597,3.1879397861973677,13.77,48.35,O8
G340.071+00.927,G340.070+00.927,340.07,0.928,80.1,-76.6,,,,,0.0,0.1304811542000177,5.9373729330994e-05,0.1304811542000177,5.9373729330994e-05,10.09,1.39,0.418,1.22685477419824,43.57,48.11,O8.5
G340.089-00.172,G340.097-00.174,340.097,-0.173,113.1,-51.0,3.57995,0.211962,Visible/Kin,,0.0,0.7681162539924289,0.0083567169589257,0.7681162539924289,0.0083567169589257,11.07,1.29,2.166,6.974800378154317,8.57,48.96,O6
G340.123-00.344,G340.106-00.354,340.106,-0.354,309.8,-52.1,,,HIEA/Kin,Anderson et al. (2017),0.0,1.9547256486040432,0.0112383536813301,1.9243716578342327,0.0112503198975331,4.31,1.3,6.45,8.086539160788305,4.26,48.54,O7
G340.198+00.427,G340.216+00.424,340.216,0.425,582.2,-62.0,,,,,0.0,5.049096673280088,0.0171975858296339,5.020201028266221,0.0172032660300863,10.6,1.38,13.035,40.19227692531452,1.52,49.74,O4
G340.220-00.318,G340.211-00.318,340.211,-0.318,192.1,-46.6,,,HIEA/Kin,Anderson et al. (2017),0.0,1.0160241479203118,0.0259446146886587,1.0160241479203118,0.0259446146886587,4.04,1.25,3.677,4.321163551741692,7.37,48.2,O8.5
G340.234-00.367,G340.234-00.368,340.234,-0.368,35.9,-61.3,4.12266,0.217467,HIEA/Kin,Urquhart et al. (2012),0.0,0.0407664368795869,0.0004134497461166,0.0407664368795869,0.0004134497461166,4.71,1.38,0.425,0.5822849247327467,34.88,46.94,B0
G340.248-00.371,G340.247-00.373,340.247,-0.372,35.9,-72.7,3.90276,0.238038,HIEA/Kin,Urquhart et al. (2012),0.0,0.0501813930724741,0.0001029446983845,0.0501813930724741,0.0001029446983845,10.22,1.4,0.274,0.8145676678059779,50.79,47.7,O9.5
G340.288-00.279,G340.296-00.276,340.296,-0.275,94.9,-44.9,3.29572,0.223457,Visible/Kin,,0.0,0.5412787899263471,0.0169767258192529,0.5412787899263471,0.0169767258192529,11.39,1.24,3.188,10.562524907279473,3.97,48.83,O6
G340.300-00.193,G340.294-00.193,340.294,-0.192,230.3,-43.8,3.23154,0.18991,HIEA/Kin,Jones & Dickey (2012),0.0,5.6905336944457865,0.0151269921167435,5.6905336944457865,0.0151269921167435,3.89,1.23,3.737,4.228617555086903,17.35,48.92,O6
G340.645-00.322,G340.638-00.319,340.638,-0.318,156.3,-39.9,,,HIEA/Kin,Anderson et al. (2017),0.0,0.1412036911402009,0.0006874840191172,0.1412036911402009,0.0006874840191172,3.67,1.2,2.224,2.374250599956367,6.14,47.26,B0
G340.659-01.067,G340.678-01.049,340.678,-1.049,324.4,-35.2,2.81266,0.23027,Visible/Kin,,0.0,2.529022696659562,0.010867074107369,2.4978601637389213,0.0108672807996198,3.39,1.26,9.201,9.073199040069817,3.21,48.45,O7.5
G340.735-00.614,G340.730-00.617,340.73,-0.617,150.4,-44.1,,,HIEA/Kin,Anderson et al. (2017),0.0,0.0820907184482202,0.0013048913382418,0.0820907184482202,0.0013048913382418,3.94,1.24,1.902,2.1798792815067998,5.7,47.09,B0
G340.787-01.018,G340.780-01.022,340.78,-1.022,128.2,-27.3,2.20442,0.220405,Visible/Kin,,0.0,7.239226838924132,0.0010452545092101,7.239226838924132,0.0010452545092101,2.75,1.33,2.025,1.6198821903861538,58.37,48.72,O6.5
G340.856-01.021,G340.850-01.022,340.85,-1.021,211.5,-20.6,,,,,0.0,6.806638701112078,0.0394093744957842,6.806364871245571,0.0394093860483361,11.94,2.18,4.905,17.036055559595667,7.2,49.97,O4
G340.904+00.169,G340.910+00.167,340.91,0.167,131.4,-37.9,,,,,0.0,0.2282581274049249,0.000460119931133,0.2279284404143911,0.0004616384276631,3.58,1.22,2.671,2.7815227983419386,6.0,47.45,O9.5
G341.049-00.057,G341.090-00.017,341.09,-0.017,393.6,-38.0,,,,,0.0,0.4676948572311686,0.0026332251663163,0.4675887584618204,0.0026332451787419,3.6,1.22,4.674,4.89459675659952,3.7,47.76,O9.5
G341.156-00.354,G341.151-00.400,341.151,-0.399,410.9,-29.2,,,HIEA/Kin,Anderson et al. (2017),0.0,0.912439497350012,0.0107601326398413,0.9067318076269272,0.0107657933615635,3.02,1.38,6.326,5.557274380045088,3.58,47.9,O9
G341.203-00.229,G341.207-00.232,341.207,-0.231,58.1,-42.8,3.2368,0.185601,HIEA/Kin,Jones & Dickey (2012),0.0,0.8183176853012187,0.0012349026322045,0.8183176853012187,0.0012349026322045,3.92,1.24,1.15,1.3113228128863357,38.43,48.08,O9
G341.276-00.352,G341.283-00.353,341.283,-0.352,146.1,-38.0,,,,,0.0,1.159561831733461,0.0047424584482337,1.159561831733461,0.0047424584482337,3.64,1.24,3.248,3.4390866118827725,9.99,48.17,O8.5
G341.304-00.303,G341.305-00.306,341.305,-0.306,128.4,-38.0,,,,,0.0,1.055700064450524,0.0007522130709739,1.055700064450524,0.0007522130709739,3.64,1.24,2.052,2.172723438295397,19.01,48.13,O8.5
G341.359-00.287,G341.358-00.287,341.358,-0.286,91.9,-37.7,,,,,0.0,0.050957652515289,0.0004910496379988,0.050957652515289,0.0004910496379988,3.61,1.22,1.127,1.183468838629918,10.31,46.8,B0
G341.672-00.390,G341.668-00.398,341.668,-0.398,199.5,-31.0,,,HIEA/Kin,Anderson et al. (2017),0.0,0.8391632115623,0.0049067264924011,0.8214746291094627,0.0049590350841325,3.21,1.33,5.858,5.46990909752018,3.74,47.92,O9
G341.703+00.051,G341.701+00.050,341.701,0.051,59.1,-16.8,,,,,0.0,0.3014491272588112,0.0005602540670624,0.3014491272588112,0.0005602540670624,14.16,0.6,0.646,2.6608566649698204,29.14,48.76,O6.5
G341.958+00.434,G341.962+00.437,341.962,0.438,131.3,-72.7,,,,,0.0,0.4981727527059389,0.0055983589419049,0.4848992538112573,0.0056237209251632,10.29,1.41,2.632,7.878199403679733,5.34,48.7,O6.5
G341.968+00.225,G341.968+00.224,341.968,0.225,99.5,-8.0,14.8536,0.310889,H2CO/Kin,Caswell & Haynes (1987),0.0,0.4493028009897801,0.0007031092049263,0.4493028009897801,0.0007031092049263,14.94,0.75,1.123,4.880407243109592,15.11,48.98,O6
G341.976-00.583,G341.968-00.580,341.968,-0.579,151.2,-125.5,,,HIEA/Kin,Anderson et al. (2017),0.0,0.1172964259479371,0.0018105920570239,0.0860519200393461,0.0020664536196157,7.75,2.07,2.289,5.160279252418006,3.68,47.83,O9.5
G341.985-00.449,G341.983-00.446,341.983,-0.445,170.7,-2.6,,,HIEA/Kin,Anderson et al. (2017),0.0,0.1291149623589619,0.0039085424538273,0.1281402186342779,0.0039097052193774,15.5,0.8,2.414,10.88415387971784,2.52,48.47,O7.5
G342.054-00.496,G342.050-00.503,342.05,-0.503,110.4,-9.6,,,,,0.0,0.3175478099896192,0.0097367045426385,0.3095980908032262,0.0097504979879023,14.79,0.73,2.091,8.99596829321504,5.02,48.82,O6.5
G342.064+00.417,G342.062+00.417,342.062,0.417,175.0,-68.3,4.68175,0.186426,HIEA/Kin,Jones & Dickey (2012),0.0,3.780693415027721,0.0032802315673188,3.749746920747059,0.0034690047889986,5.07,1.41,3.952,5.828416842411461,11.39,48.97,O6
G342.275+00.309,G342.277+00.311,342.277,0.312,332.4,-122.0,,,,,0.0,2.1922723135290902,0.0243965437866542,2.1573996358593965,0.0244251222856598,7.76,2.13,5.802,13.09679877827067,3.94,49.1,O5.5
G342.355-00.052,G342.354-00.047,342.354,-0.046,123.5,-4.4,15.2397,0.32002,HIEA/Kin,Jones & Dickey (2012),0.0,1.2201381725991507,0.0023363364249173,1.2195589812639596,0.0023365498974532,15.34,0.83,3.203,14.29249363682641,5.1,49.44,O5
G342.364+00.106,G342.360+00.107,342.36,0.108,66.8,-96.3,,,,,0.0,0.1321912004240397,0.0012028535968534,0.1321912004240397,0.0012028535968534,9.65,1.39,0.688,1.9312631808595735,21.27,48.07,O9
G342.387+00.078,G342.388+00.074,342.388,0.075,68.9,-118.5,7.30368,0.211186,Visible/Kin,,0.0,0.0776158073923609,0.000873563044125,0.0776158073923609,0.000873563044125,7.77,2.2,0.824,1.86240418878627,13.86,47.65,O9.5
